codigo,nombre,descripcion
A542,PELVIPERITONITIS GONOCOCICA Y OTRAS INFECCIONES GONOCOCICAS GENITOURINARIAS,INFECCION GONOCOCICA
A543,INFECCION GONOCOCICA DEL OJO,INFECCION GONOCOCICA
A544,INFECCION GONOCOCICA DEL SISTEMA OSTEOMUSCULAR,INFECCION GONOCOCICA
A545,FARINGITIS GONOCOCICA,INFECCION GONOCOCICA
A546,INFECCION GONOCOCICA DEL ANO Y DEL RECTO,INFECCION GONOCOCICA
A548,OTRAS INFECCIONES GONOCOCICAS,INFECCION GONOCOCICA
A549,"INFECCION GONOCOCICA, NO ESPECIFICADA",INFECCION GONOCOCICA
A55X,LINFOGRANULOMA (VENEREO) POR CLAMIDIAS,LINFOGRANULOMA (VENEREO) POR CLAMIDIAS
A560,INFECCION DEL TRACTO GENITOURINARIO INFERIOR DEBIDA A CLAMIDIAS,OTRAS ENFERMEDADES DE TRANSMISION SEXUAL DEBIDADAS A CLAMIDIAS
A561,INFECCION DEL PELVIPERITONEO Y OTROS ORGANOS GENITOURINARIOS DEBIDA A CLAMIDIAS,OTRAS ENFERMEDADES DE TRANSMISION SEXUAL DEBIDADAS A CLAMIDIAS
A562,"INFECCIONES DEL TRACTO GENITOURINARIO DEBIDAS A CLAMIDIAS, SIN OTRA ESPECIFICACION",OTRAS ENFERMEDADES DE TRANSMISION SEXUAL DEBIDADAS A CLAMIDIAS
A563,INFECCION DEL ANO Y DEL RECTO DEBIDA A CLAMIDIAS,OTRAS ENFERMEDADES DE TRANSMISION SEXUAL DEBIDADAS A CLAMIDIAS
A564,INFECCION DE FARINGE DEBIDA A CLAMIDIAS,OTRAS ENFERMEDADES DE TRANSMISION SEXUAL DEBIDADAS A CLAMIDIAS
A568,INFECCION DE TRANSMISION SEXUAL DE OTROS SITIOS DEBIDA A CLAMIDIAS,OTRAS ENFERMEDADES DE TRANSMISION SEXUAL DEBIDADAS A CLAMIDIAS
A57X,CHANCRO BLANDO,CHANCRO BLANDO
A58X,GRANULOMA INGUINAL,GRANULOMA INGUINAL
A590,TRICOMONIASIS UROGENITAL,TRICOMONIASIS
A598,TRICOMONIASIS DE OTROS SITOS,TRICOMONIASIS
A599,"TRICOMONIASIS, NO ESPECIFICADA",TRICOMONIASIS
A600,INFECCION DE GENITALES Y TRAYECTO UROGENITAL DEBIDA A VIRUS DEL HERPES [HERPES SIMPLE],INFECION ANOGENITAL DEBIDA A VIRUS DEL HERPES [HERPES SIMPLE ]
A601,INFECCION DE LA PIEL PERIANAL Y RECTO POR VIRUS DEL HERPES SIMPLE,INFECION ANOGENITAL DEBIDA A VIRUS DEL HERPES [HERPES SIMPLE ]
A609,"INFECCION ANOGENITAL POR VIRUS DEL HERPES SIMPLE, SIN OTRA ESPECIFICACION",INFECION ANOGENITAL DEBIDA A VIRUS DEL HERPES [HERPES SIMPLE ]
A630,VERRUGAS (VENEREAS) ANOGENITALES,"OTRAS ENFERMEDADES DE TRANSMISION PREDOMINANTEMENTE SEXUAL, NO CLASIFICADAS EN OTRA PARTE"
A638,"OTRAS ENFERMEDADES DE TRANSMISION PREDOMINANTEMENTE SEXUAL, ESPECIFICADAS","OTRAS ENFERMEDADES DE TRANSMISION PREDOMINANTEMENTE SEXUAL, NO CLASIFICADAS EN OTRA PARTE"
A64X,ENFERMEDAD DE TRANSMISION SEXUAL NO ESPECIFICADA,ENFERMEDAD DE TRANSMISION SEXUAL NO ESPECIFICADA
A65X,SIFILIS NO VENEREA,SIFILIS NO VENEREA
A660,LESIONES INICIALES DE FRAMBESIA,FRAMBESIA
A661,LESIONES PAPILOMATOSAS MULTIPLES Y FRAMBESIA CON PASO DE CANGREJO,FRAMBESIA
A662,OTRAS LESIONES PRECOCES DE LA PIEL EN LA FRAMBESIA,FRAMBESIA
A663,HIPERQUERATOSIS DE FRAMBESIA,FRAMBESIA
A664,GOMA Y ULCERAS DE FRAMBESIA,FRAMBESIA
A665,GANGOSA,FRAMBESIA
A666,LESIONES FRAMBESICAS DE LOS HUESOS Y DE LAS ARTICULACIONES,FRAMBESIA
A667,OTRAS MANIFESTACIONES DE FRAMBESIA,FRAMBESIA
A668,FRAMBESIA LATENTE,FRAMBESIA
A669,"FRAMBESIA, NO ESPECIFICADA",FRAMBESIA
A670,LESIONES PRIMARIAS DE LA PINTA,PINTA [ CARATE ]
A671,LESIONES INTERMEDIAS DE LA PINTA,PINTA [ CARATE ]
A672,LESIONES TARDIAS DE LA PINTA,PINTA [ CARATE ]
A673,LESIONES MIXTAS DE LA PINTA,PINTA [ CARATE ]
A679,"PINTA, NO ESPECIFICADA",PINTA [ CARATE ]
A680,FIEBRE RECURRENTE TRANSMITIDA POR PIOJOS,FIEBRES RECURRENTES
A681,FIEBRE RECURRENTE TRANSMITIDA POR GARRAPATAS,FIEBRES RECURRENTES
A689,"FIEBRE RECURRENTE, NO ESPECIFICADA",FIEBRES RECURRENTES
A690,ESTOMATITIS ULCERATIVA NECROTIZANTE,OTRAS INFECCIONES CAUSADAS POR ESPIROQUETAS
A691,OTRAS INFECCIONES DE VINCENT,OTRAS INFECCIONES CAUSADAS POR ESPIROQUETAS
A692,ENFERMEDAD DE LYME,OTRAS INFECCIONES CAUSADAS POR ESPIROQUETAS
A698,OTRAS INFECCIONES ESPECIFICADAS POR ESPIROQUETAS,OTRAS INFECCIONES CAUSADAS POR ESPIROQUETAS
A699,"INFECCION POR ESPIROQUETA, NO ESPECIFICADA",OTRAS INFECCIONES CAUSADAS POR ESPIROQUETAS
A70X,INFECCION DEBIDA A CHLAMYDIA PSITTACI,INFECCION DEBIDA A CLAMYDIA PSITTACI
A710,ESTADO INICIAL DE TRACOMA,TRACOMA
A711,ESTADO ACTIVO DE TRACOMA,TRACOMA
A719,"TRACOMA, NO ESPECIFICADO",TRACOMA
A740,CONJUNTIVITIS POR CLAMIDIAS,OTRAS ENFERMEDADES CAUSADAS POR CLAMIDIAS
A748,OTRAS ENFERMEDADES POR CLAMIDIAS,OTRAS ENFERMEDADES CAUSADAS POR CLAMIDIAS
A749,"INFECCION POR CLAMIDIAS, NO ESPECIFICADA",OTRAS ENFERMEDADES CAUSADAS POR CLAMIDIAS
A750,TIFUS EPIDEMICO DEBIDO A RICKETTSIA PROWAZEKII TRANSMITIDO POR PIOJOS,TIFUS
A751,TIFUS RECRUDESCENTE [ENFERMEDAD DE BRILL],TIFUS
A752,TIFUS DEBIDO A RICKETTSIA TYPHI,TIFUS
A753,TIFUS DEBIDO A RICKETTSIA TSUTSUGAMUSHI,TIFUS
A759,"TIFUS, NO ESPECIFICADO",TIFUS
A770,FIEBRE MACULOSA DEBIDA A RICKETTSIA RICKETTSII,FIEBRE MACULOSA [RICKETTSIOSIS TRANSMITIDA POR GARRAPATAS]
A771,FIEBRE MACULOSA DEBIDA A RICKETTSIA CONORII,FIEBRE MACULOSA [RICKETTSIOSIS TRANSMITIDA POR GARRAPATAS]
A772,FIEBRE MACULOSA DEBIDA A RICKETTSIA SIBERICA,FIEBRE MACULOSA [RICKETTSIOSIS TRANSMITIDA POR GARRAPATAS]
A773,FIEBRE MACULOSA DEBIDA A RICKETTSIA AUSTRALIS,FIEBRE MACULOSA [RICKETTSIOSIS TRANSMITIDA POR GARRAPATAS]
A778,OTRAS FIEBRES MACULOSAS,FIEBRE MACULOSA [RICKETTSIOSIS TRANSMITIDA POR GARRAPATAS]
A779,"FIEBRE MACULOSA, NO ESPECIFICADA",FIEBRE MACULOSA [RICKETTSIOSIS TRANSMITIDA POR GARRAPATAS]
A78X,FIEBRE Q,FIEBRE Q
A790,FIEBRE DE LAS TRINCHERAS,OTRAS RICKETTSIOSIS
A791,RICKETTSIOSIS PUSTULOSA DEBIDA A RICKETTSIA AKARI,OTRAS RICKETTSIOSIS
A798,OTRAS RICKETTSIOSIS ESPECIFICADAS,OTRAS RICKETTSIOSIS
A799,"RICKETTSIOSIS, NO ESPECIFICADA",OTRAS RICKETTSIOSIS
A800,"POLIOMIELITIS AGUDA PARALITICA, ASOCIADA A VACUNA",POLIOMIELITIS AGUDA
A801,POLIOMIELITIS AGUDA PARALITICA DEBIDA A VIRUS SALVAJE IMPORTADO,POLIOMIELITIS AGUDA
A802,POLIOMIELITIS AGUDA PARALITICA DEBIDA A VIRUS SALVAJE AUTOCTONO,POLIOMIELITIS AGUDA
A803,OTRAS POLIOMIELITIS AGUDAS PARALITICAS Y LAS NO ESPECIFICADAS,POLIOMIELITIS AGUDA
A804,POLIOMIELITIS AGUDA NO PARALITICA,POLIOMIELITIS AGUDA
A809,"POLIOMIELITIS AGUDA, SIN OTRA ESPECIFICACION",POLIOMIELITIS AGUDA
A810,ENFERMEDAD DE CREUTZFELDT-JAKOB,INFECCIONES DEL SISTEMA NERVIOSO CENTRAL POR VIRUS ATIPICO
A811,PANENCEFALITIS ESCLEROSANTE SUBAGUDA,INFECCIONES DEL SISTEMA NERVIOSO CENTRAL POR VIRUS ATIPICO
A812,LEUCOENCEFALOPATIA MULTIFOCAL PROGRESIVA,INFECCIONES DEL SISTEMA NERVIOSO CENTRAL POR VIRUS ATIPICO
A818,OTRAS INFECCIONES DEL SISTEMA NERVIOSO CENTRAL POR VIRUS ATIPICO,INFECCIONES DEL SISTEMA NERVIOSO CENTRAL POR VIRUS ATIPICO
A819,"INFECCIONES DEL SISTEMA NERVIOSO CENTRAL POR VIRUS ATIPICO, SIN OTRA ESPECIFICACION",INFECCIONES DEL SISTEMA NERVIOSO CENTRAL POR VIRUS ATIPICO
A820,RABIA SELVATICA,RABIA
A821,RABIA URBANA,RABIA
A829,"RABIA, SIN OTRA ESPECIFICACION",RABIA
A830,ENCEFALITIS JAPONESA,ENCEFALITIS VIRAL TRANSMITIDA POR MOSQUITOS
A831,ENCEFALITIS EQUINA DEL OESTE,ENCEFALITIS VIRAL TRANSMITIDA POR MOSQUITOS
A832,ENCEFALITIS EQUINA DEL ESTE,ENCEFALITIS VIRAL TRANSMITIDA POR MOSQUITOS
A833,ENCEFALITIS DE SAN LUIS,ENCEFALITIS VIRAL TRANSMITIDA POR MOSQUITOS
A834,ENCEFALITIS AUSTRALIANA,ENCEFALITIS VIRAL TRANSMITIDA POR MOSQUITOS
A835,ENCEFALITIS DE CALIFORNIA,ENCEFALITIS VIRAL TRANSMITIDA POR MOSQUITOS
A836,ENFERMEDAD POR VIRUS ROCIO,ENCEFALITIS VIRAL TRANSMITIDA POR MOSQUITOS
A838,OTRAS ENCEFALITIS VIRALES TRANSMITIDAS POR MOSQUITOS,ENCEFALITIS VIRAL TRANSMITIDA POR MOSQUITOS
A839,"ENCEFALITIS VIRAL TRANSMITIDA POR MOSQUITOS, SIN OTRA ESPECIFICACION",ENCEFALITIS VIRAL TRANSMITIDA POR MOSQUITOS
A840,ENCEFALITIS DEL LEJANO ORIENTE TRANSMITIDA POR GARRAPATAS [ENCEFALITIS PRIMAVEROESTIVAL RUSA],ENCEFALITIS VIRAL TRANSMITIDA POR GARRAPATAS
A841,ENCEFALITIS CENTROEUROPEA TRANSMITIDA POR GARRAPATAS,ENCEFALITIS VIRAL TRANSMITIDA POR GARRAPATAS
A848,OTRAS ENCEFALITIS VIRALES TRANSMITIDA POR GARRAPATAS,ENCEFALITIS VIRAL TRANSMITIDA POR GARRAPATAS
A849,"ENCEFALITIS VIRAL TRANSMITIDA POR GARRAPATAS, SIN OTRA ESPECIFICACION",ENCEFALITIS VIRAL TRANSMITIDA POR GARRAPATAS
A850,ENCEFALITIS ENTEROVIRAL,"OTRAS ENCEFALITIS VIRALES, NO CLASIFICADAS EN OTRA PARTE"
A851,ENCEFALITIS POR ADENOVIRUS,"OTRAS ENCEFALITIS VIRALES, NO CLASIFICADAS EN OTRA PARTE"
A852,"ENCEFALITIS VIRAL TRANSMITIDA POR ARTROPODOS, SIN OTRA ESPECIFCACION","OTRAS ENCEFALITIS VIRALES, NO CLASIFICADAS EN OTRA PARTE"
A858,OTRAS ENCEFALITIS VIRALES ESPECIFCADAS,"OTRAS ENCEFALITIS VIRALES, NO CLASIFICADAS EN OTRA PARTE"
A86X,"ENCEFALITIS VIRAL, NO ESPECIFICADA","ENCEFALITIS VIRAL, NO ESPECIFICADA"
A870,MENINGITIS ENTEROVIRAL,MENINGITIS VIRAL
A871,MENINGITIS DEBIDA A ADENOVIRUS,MENINGITIS VIRAL
A872,CORIOMENINGITIS LINFOCITICA,MENINGITIS VIRAL
A878,OTRAS MENINGITIS VIRALES,MENINGITIS VIRAL
A879,"MENINGITIS VIRAL, SIN OTRA ESPECIFICACION",MENINGITIS VIRAL
A880,FIEBRE EXANTEMATICA ENTEROVIRAL [EXANTEMA DE BOSTON],OTRAS INFECCIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL NO CLASIFICADAS EN OTRA PARTE
A881,VERTIGO EPIDEMICO,OTRAS INFECCIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL NO CLASIFICADAS EN OTRA PARTE
A888,OTRAS INFECCIONES VIRALES ESPECIFICADAS DEL SISTEMA NERVIOSO CENTRAL,OTRAS INFECCIONES VIRALES DEL SISTEMA NERVIOSO CENTRAL NO CLASIFICADAS EN OTRA PARTE
A89X,"INFECCION VIRAL DEL SISTEMA NERVIOSO CENTRAL, NO ESPECIFICADA","INFECCION VIRAL DEL SISTEMA NERVIOSO CENTRAL, NO ESPECIFICADA"
A90X,FIEBRE DEL DENGUE [DENGUE CLASICO],FIEBRE DEL DENGUE [DENGUE CLASICO]
A91X,FIEBRE DEL DENGUE HEMORRAGICO,FIEBRE DEL DENGUE HEMORRAGICO
A920,ENFERMEDAD POR VIRUS CHIKUNGUNYA,OTRAS FIEBRES VIRALES TRANSMITIDAS POR MOSQUITOS
A921,FIEBRE DE O'NYONG-NYONG,OTRAS FIEBRES VIRALES TRANSMITIDAS POR MOSQUITOS
A922,FIEBRE EQUINA VENEZOLANA,OTRAS FIEBRES VIRALES TRANSMITIDAS POR MOSQUITOS
A923,INFECCION POR VIRUS DEL OESTE DEL NILO,OTRAS FIEBRES VIRALES TRANSMITIDAS POR MOSQUITOS
A924,FIEBRE DEL VALLE DEL RIFT,OTRAS FIEBRES VIRALES TRANSMITIDAS POR MOSQUITOS
A925,ENFERMEDAD POR VIRUS ZIKA,OTRAS FIEBRES VIRALES TRANSMITIDAS POR MOSQUITOS
A928,OTRAS FIEBRES VIRALES ESPECIFICADAS TRANSMITIDAS POR MOSQUITOS,OTRAS FIEBRES VIRALES TRANSMITIDAS POR MOSQUITOS
A929,"FIEBRE VIRAL TRANSMITIDA POR MOSQUITO, SIN OTRA ESPECIFICACION",OTRAS FIEBRES VIRALES TRANSMITIDAS POR MOSQUITOS
A930,ENFERMEDAD POR VIRUS DE OROPOUCHE,"OTRAS FIEBRE VIRALES TRANSMITIDAS POR ARTROPODOS, NO CLASIFICADAS EN OTRA PARTE"
A931,FIEBRE TRANSMITIDA POR FLEBOTOMOS,"OTRAS FIEBRE VIRALES TRANSMITIDAS POR ARTROPODOS, NO CLASIFICADAS EN OTRA PARTE"
A932,FIEBRE DE COLORADO TRANSMITIDA POR GARRAPATAS,"OTRAS FIEBRE VIRALES TRANSMITIDAS POR ARTROPODOS, NO CLASIFICADAS EN OTRA PARTE"
A938,OTRAS FIEBRES VIRALES ESPECIFICADAS TRANSMITIDAS POR ARTROPODOS,"OTRAS FIEBRE VIRALES TRANSMITIDAS POR ARTROPODOS, NO CLASIFICADAS EN OTRA PARTE"
A94X,"FIEBRE VIRAL TRANSMITIDA POR ARTROPODOS, NO ESPECIFICADA","FIEBRE VIRAL TRANSMITIDA POR ARTROPODOS, NO ESPECIFICADA"
A950,FIEBRE AMARILLA SELVATICA,FIEBRE AMARILLA
A951,FIEBRE AMARILLA URBANA,FIEBRE AMARILLA
A959,"FIEBRE AMARILLA, NO ESPECIFICADA",FIEBRE AMARILLA
A960,FIEBRE HEMORRAGICA DE JUNIN,FIEBRE HEMORRAGICA POR ARENAVIRUS
A961,FIEBRE HEMORRAGICA DE MACHUPO,FIEBRE HEMORRAGICA POR ARENAVIRUS
A962,FIEBRE DE LASSA,FIEBRE HEMORRAGICA POR ARENAVIRUS
A968,OTRAS FIEBRES HEMORRAGICAS POR ARENAVIRUS,FIEBRE HEMORRAGICA POR ARENAVIRUS
A969,"FIEBRE HEMORRAGICA POR ARENAVIRUS, SIN OTRA ESPECIFICACION",FIEBRE HEMORRAGICA POR ARENAVIRUS
A970,DENGUE SIN SIGNOS DE ALARMA,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A971,DENGUE CON SIGNOS DE ALARMA,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A972,DENGUE SEVERO,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A979,DENGUE NO ESPECIFICADO,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS (A00-B99)
A980,FIEBRE HEMORRAGICA DE CRIMEA-CONGO,"OTRAS FIEBRES VIRALES HEMORRAGICAS, NO CLASIFICADAS EN OTRA PARTE"
A981,FIEBRE HEMORRAGICA DE OMSK,"OTRAS FIEBRES VIRALES HEMORRAGICAS, NO CLASIFICADAS EN OTRA PARTE"
A982,ENFERMEDAD DE LA SELVA KYASANUR,"OTRAS FIEBRES VIRALES HEMORRAGICAS, NO CLASIFICADAS EN OTRA PARTE"
A983,ENFERMEDAD POR EL VIRUS DE MARBURG,"OTRAS FIEBRES VIRALES HEMORRAGICAS, NO CLASIFICADAS EN OTRA PARTE"
A984,ENFERMEDAD POR EL VIRUS DE EBOLA,"OTRAS FIEBRES VIRALES HEMORRAGICAS, NO CLASIFICADAS EN OTRA PARTE"
A985,FIEBRES HEMORRAGICAS CON SINDROME RENAL,"OTRAS FIEBRES VIRALES HEMORRAGICAS, NO CLASIFICADAS EN OTRA PARTE"
A988,OTRAS FIEBRES HEMORRAGICAS VIRALES ESPECIFICADAS,"OTRAS FIEBRES VIRALES HEMORRAGICAS, NO CLASIFICADAS EN OTRA PARTE"
A99X,"FIEBRE VIRAL HEMORRAGICA, NO ESPECIFICADA","FIEBRE VIRAL HEMORRAGICA, NO ESPECIFICADA"
B000,ECZEMA HERPETICO,INFECCIONES HERPETICAS [ HERPES SIMPLE ]
B001,DERMATITIS VESICULAR HERPETICA,INFECCIONES HERPETICAS [ HERPES SIMPLE ]
B002,GINGIVOESTOMATITIS Y FARINGOAMIGDALITIS HERPETICA,INFECCIONES HERPETICAS [ HERPES SIMPLE ]
B003,MENINGITIS HERPETICA,INFECCIONES HERPETICAS [ HERPES SIMPLE ]
B004,ENCEFALITIS HERPETICA,INFECCIONES HERPETICAS [ HERPES SIMPLE ]
B005,OCULOPATIA HERPETICA,INFECCIONES HERPETICAS [ HERPES SIMPLE ]
B007,ENFERMEDAD HERPETICA DISEMINADA,INFECCIONES HERPETICAS [ HERPES SIMPLE ]
B008,OTRAS FORMAS DE INFECCIONES HERPETICAS,INFECCIONES HERPETICAS [ HERPES SIMPLE ]
B009,"INFECCION DEBIDA AL VIRUS DEL HERPES, NO ESPECIFICADA",INFECCIONES HERPETICAS [ HERPES SIMPLE ]
B010,MENINGITIS DEBIDA A VARICELA,VARICELA
B011,ENCEFALITIS DEBIDA A VARICELA,VARICELA
B012,NEUMONIA DEBIDA A VARICELA,VARICELA
B018,VARICELA CON OTRAS COMPLICACIONES,VARICELA
B019,VARICELA SIN COMPLICACIONES,VARICELA
B020,ENCEFALITIS DEBIDA A HERPES ZOSTER,HERPES ZOSTER
B021,MENINGITIS DEBIDA A HERPES ZOSTER,HERPES ZOSTER
B022,HERPES ZOSTER CON OTROS COMPROMISOS DEL SISTEMA NERVIOSO,HERPES ZOSTER
B023,HERPES ZOSTER OCULAR,HERPES ZOSTER
B027,HERPES ZOSTER DISEMINADO,HERPES ZOSTER
B028,HERPES ZOSTER CON OTRAS COMPLICACIONES,HERPES ZOSTER
B029,HERPES ZOSTER SIN COMPLICACIONES,HERPES ZOSTER
B03X,VIRUELA,VIRUELA
B04X,VIRUELA DE LOS MONOS,VIRUELA DE LOS MONOS
B050,SARAMPION COMPLICADO CON ENCEFALITIS,SARAMPION
B051,SARAMPION COMPLICADO CON MENINGITIS,SARAMPION
B052,SARAMPION COMPLICADO CON NEUMONIA,SARAMPION
B053,SARAMPION COMPLICADO CON OTITIS MEDIA,SARAMPION
B054,SARAMPION CON COMPLICACIONES INTESTINALES,SARAMPION
B058,SARAMPION CON OTRAS COMPLICACIONES,SARAMPION
B059,SARAMPION SIN COMPLICACIONES,SARAMPION
B060,RUBEOLA CON COMPLICACIONES NEUROLOGICAS,RUBEOLA [ SARAMPION ALEMAN ]
B068,RUBEOLA CON OTRAS COMPLICACIONES,RUBEOLA [ SARAMPION ALEMAN ]
B069,RUBEOLA SIN COMPLICACIONES,RUBEOLA [ SARAMPION ALEMAN ]
B07X,VERRUGAS VIRICAS,VERRUGAS VIRICAS
B080,OTRAS INFECCIONES DEBIDAS A ORTOPOXVIRUS,"OTRAS INFECCIONES VIRICAS CARACTERIZADAS POR LESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS, NO CLASIFICADAS EN OTRA PARTE"
B081,MOLUSCO CONTAGIOSO,"OTRAS INFECCIONES VIRICAS CARACTERIZADAS POR LESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS, NO CLASIFICADAS EN OTRA PARTE"
B082,EXANTEMA SUBITO [SEXTA ENFERMEDAD],"OTRAS INFECCIONES VIRICAS CARACTERIZADAS POR LESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS, NO CLASIFICADAS EN OTRA PARTE"
B083,ERITEMA INFECCIOSO [QUINTA ENFERMEDAD],"OTRAS INFECCIONES VIRICAS CARACTERIZADAS POR LESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS, NO CLASIFICADAS EN OTRA PARTE"
B084,ESTOMATITIS VESICULAR ENTEROVIRAL CON EXANTEMA,"OTRAS INFECCIONES VIRICAS CARACTERIZADAS POR LESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS, NO CLASIFICADAS EN OTRA PARTE"
B085,FARINGITIS VESICULAR ENTEROVIRICA,"OTRAS INFECCIONES VIRICAS CARACTERIZADAS POR LESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS, NO CLASIFICADAS EN OTRA PARTE"
B088,"OTRAS INFECCIONES VIRALES ESPECIFICADAS, CARACTERIZADAS POR LESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS","OTRAS INFECCIONES VIRICAS CARACTERIZADAS POR LESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS, NO CLASIFICADAS EN OTRA PARTE"
B09X,"INFECCION VIRAL NO ESPECIFICADA, CARACTERIZADA POR LESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS","INFECCION VIRAL NO ESPECIFICADA, CARACTERIZADA POR LESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS"
B150,"HEPATITIS AGUDA TIPO A, CON COMA HEPATICO",HEPATITIS AGUDA TIPO A
B159,"HEPATITIS AGUDA TIPO A, SIN COMA HEPATICO",HEPATITIS AGUDA TIPO A
B160,"HEPATITIS AGUDA TIPO B, CON AGENTE DELTA (COINFECCION), CON COMA HEPATICO",HEPATITIS AGUDA TIPO B
B161,"HEPATITIS AGUDA TIPO B, CON AGENTE DELTA (COINFECCION), SIN COMA HEPATICO",HEPATITIS AGUDA TIPO B
B162,"HEPATITIS AGUDA TIPO B, SIN AGENTE DELTA, CON COMA HEPATICO",HEPATITIS AGUDA TIPO B
B169,"HEPATITIS AGUDA TIPO B, SIN AGENTE DELTA Y SIN COMA HEPATICO",HEPATITIS AGUDA TIPO B
B170,INFECCION (SUPERINFECCION) AGUDA POR AGENTE DELTA EN LA HEPATITIS B CRONICA,OTRAS HEPATITIS VIRALES AGUDAS
B171,HEPATITIS AGUDA TIPO C,OTRAS HEPATITIS VIRALES AGUDAS
B172,HEPATITIS AGUDA TIPO E,OTRAS HEPATITIS VIRALES AGUDAS
B178,OTRAS HEPATITIS VIRALES AGUDAS ESPECIFICADAS,OTRAS HEPATITIS VIRALES AGUDAS
B179,HEPATITIS VIRAL AGUDA NO ESPECIFICADA,OTRAS HEPATITIS VIRALES AGUDAS
B180,"HEPATITIS VIRAL TIPO B CRONICA, CON AGENTE DELTA",HEPATITIS VIRAL CRONICA
B181,"HEPATITIS VIRAL TIPO B CRONICA, SIN AGENTE DELTA",HEPATITIS VIRAL CRONICA
B182,HEPATITIS VIRAL TIPO C CRONICA,HEPATITIS VIRAL CRONICA
B188,OTRAS HEPATITIS VIRALES CRONICAS,HEPATITIS VIRAL CRONICA
B189,"HEPATITIS VIRAL CRONICA, SIN OTRA ESPECIFICACION",HEPATITIS VIRAL CRONICA
B190,HEPATITIS VIRAL NO ESPECIFICADA CON COMA HEPATICO,HEPATITIS VIRAL SIN OTRA ESPECIFICACION
B199,HEPATITIS VIRAL NO ESPECIFICADA SIN COMA HEPATICO,HEPATITIS VIRAL SIN OTRA ESPECIFICACION
B200,"ENFERMEDAD POR VIH, RESULTANTE EN INFECCION POR MICOBACTERIAS","ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], RESULTANTE EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS"
B201,"ENFERMEDAD POR VIH, RESULTANTE EN OTRAS INFECCIONES BACTERIANAS","ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], RESULTANTE EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS"
B202,"ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDAD POR CITOMEGALOVIRUS","ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], RESULTANTE EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS"
B203,"ENFERMEDAD POR VIH, RESULTANTE EN OTRAS INFECCIONES VIRALES","ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], RESULTANTE EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS"
B204,"ENFERMEDAD POR VIH, RESULTANTE EN CANDIDIASIS","ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], RESULTANTE EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS"
B205,"ENFERMEDAD POR VIH, RESULTANTE EN OTRAS MICOSIS","ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], RESULTANTE EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS"
B206,"ENFERMEDAD POR VIH, RESULTANTE EN NEUMONIA POR PNEUMOCYSTIS CARINII","ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], RESULTANTE EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS"
B207,"ENFERMEDAD POR VIH, RESULTANTE EN INFECCIONES MULTIPLES","ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], RESULTANTE EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS"
B208,"ENFERMEDAD POR VIH, RESULTANTE EN OTRAS ENFERMEDADES INFECCIOSAS O PARASITARIAS","ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], RESULTANTE EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS"
B209,"ENFERMEDAD POR VIH, RESULTANTE EN ENFERMEDAD INFECCIOSA O PARASITARIA NO ESPECIFICADA","ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], RESULTANTE EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS"
