codigo,nombre,descripcion
R161,"ESPLENOMEGALIA, NO CLASIFICADA EN OTRA PARTE","HEPATOMEGALIA Y ESPLENOMEGALIA, NO CLASIFICADAS EN OTRA PARTE"
R162,"HEPATOMEGALIA CON ESPLENOMEGALIA, NO CLASIFICADAS EN OTRA PARTE","HEPATOMEGALIA Y ESPLENOMEGALIA, NO CLASIFICADAS EN OTRA PARTE"
R17X,ICTERICIA NO ESPECIFICADA,ICTERICIA NO ESPECIFICADA
R18X,ASCITIS,ASCITIS
R190,"TUMEFACCION, MASA O PROMINENCIA INTRAABDOMINAL Y PELVICA",OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN
R191,SONIDOS INTESTINALES ANORMALES,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN
R192,PERISTALSIS VISIBLE,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN
R193,RIGIDEZ ABDOMINAL,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN
R194,CAMBIOS EN LOS HABITOS INTESTINALES,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN
R195,OTRAS ANORMALIDADES FECALES,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN
R196,HALITOSIS,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN
R198,OTROS SINTOMAS Y SIGNOS ESPECIFICADOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN
R200,ANESTESIA DE LA PIEL,ALTERACIONES DE LA SENSIBILIDAD CUTANEA
R201,HIPOESTESIA DE LA PIEL,ALTERACIONES DE LA SENSIBILIDAD CUTANEA
R202,PARESTESIA DE LA PIEL,ALTERACIONES DE LA SENSIBILIDAD CUTANEA
R203,HIPERESTESIA,ALTERACIONES DE LA SENSIBILIDAD CUTANEA
R208,OTRAS ALTERACIONES DE LA SENSIBILIDAD CUTANEA Y LAS NO ESPECIFICADAS,ALTERACIONES DE LA SENSIBILIDAD CUTANEA
R21X,SALPULLIDO Y OTRAS ERUPCIONES CUTANEAS NO ESPECIFICADAS,SALPULLIDO Y OTRAS ERUPCIONES CUTANEAS NO ESPECIFICADAS
R220,"TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN LA CABEZA","TUMEFACCION, MASA O PROMINENCIA DE LA PIEL Y DEL TEJIDO SUBCUTANEO LOCALIZADO"
R221,"TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN EL CUELLO","TUMEFACCION, MASA O PROMINENCIA DE LA PIEL Y DEL TEJIDO SUBCUTANEO LOCALIZADO"
R222,"TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN EL TRONCO","TUMEFACCION, MASA O PROMINENCIA DE LA PIEL Y DEL TEJIDO SUBCUTANEO LOCALIZADO"
R223,"TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN EL MIEMBRO SUPERIOR","TUMEFACCION, MASA O PROMINENCIA DE LA PIEL Y DEL TEJIDO SUBCUTANEO LOCALIZADO"
R224,"TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN EL MIEMBRO INFERIOR","TUMEFACCION, MASA O PROMINENCIA DE LA PIEL Y DEL TEJIDO SUBCUTANEO LOCALIZADO"
R227,"TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN SITIOS MULTIPLES","TUMEFACCION, MASA O PROMINENCIA DE LA PIEL Y DEL TEJIDO SUBCUTANEO LOCALIZADO"
R229,"TUMEFACCION, MASA O PROMINENCIA LOCALIZADA EN PARTE NO ESPECIFICADA","TUMEFACCION, MASA O PROMINENCIA DE LA PIEL Y DEL TEJIDO SUBCUTANEO LOCALIZADO"
R230,CIANOSIS,OTROS CAMBIOS EN LA PIEL
R231,PALIDEZ,OTROS CAMBIOS EN LA PIEL
R232,RUBOR,OTROS CAMBIOS EN LA PIEL
R233,EQUIMOSIS ESPONTANEA,OTROS CAMBIOS EN LA PIEL
R234,CAMBIOS EN LA TEXTURA DE LA PIEL,OTROS CAMBIOS EN LA PIEL
R238,OTROS CAMBIOS DE LA PIEL Y LOS NO ESPECIFICADOS,OTROS CAMBIOS EN LA PIEL
R250,MOVIMIENTOS ANORMALES DE LA CABEZA,MOVIMIENTOS INVOLUNTARIOS ANORMALES
R251,TEMBLOR NO ESPECIFICADO,MOVIMIENTOS INVOLUNTARIOS ANORMALES
R252,CALAMBRES Y ESPASMOS,MOVIMIENTOS INVOLUNTARIOS ANORMALES
R253,FASCICULACION,MOVIMIENTOS INVOLUNTARIOS ANORMALES
R258,OTROS MOVIMIENTOS ANORMALES INVOLUNTARIOS Y LOS NO ESPECIFICADOS,MOVIMIENTOS INVOLUNTARIOS ANORMALES
R260,MARCHA ATAXICA,ANORMALIDADES DE LA MARCHA Y DE LA MOVILIDAD
R261,MARCHA PARALITICA,ANORMALIDADES DE LA MARCHA Y DE LA MOVILIDAD
R262,"DIFICULTAD PARA CAMINAR, NO CLASIFICADA EN OTRA PARTE",ANORMALIDADES DE LA MARCHA Y DE LA MOVILIDAD
R263,INMOVILIDAD,ANORMALIDADES DE LA MARCHA Y DE LA MOVILIDAD
R268,OTRAS ANORMALIDADES DE LA MARCHA Y DE LA MOVILIDAD Y LAS NO ESPECIFICADAS,ANORMALIDADES DE LA MARCHA Y DE LA MOVILIDAD
R270,"ATAXIA, NO ESPECIFICADA",OTRAS FALLAS DE COORDINACION
R278,OTRAS FALLAS DE LA COORDINACION Y LAS NO ESPECIFICADAS,OTRAS FALLAS DE COORDINACION
R290,TETANIA,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS NERVIOSO Y OSTEOMUSCULAR
R291,MENINGISMO,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS NERVIOSO Y OSTEOMUSCULAR
R292,REFLEJOS ANORMALES,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS NERVIOSO Y OSTEOMUSCULAR
R293,POSTURA ANORMAL,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS NERVIOSO Y OSTEOMUSCULAR
R294,CHASQUIDO DE LA CADERA,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS NERVIOSO Y OSTEOMUSCULAR
R296,"TENDENCIA A CAER, NO CLASIFICADA EN OTRA PARTE",OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS NERVIOSO Y OSTEOMUSCULAR
R298,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS NERVIOSO Y OSTEOMUSCULAR Y LOS NO ESPECIFICADOS,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS NERVIOSO Y OSTEOMUSCULAR
R300,DISURIA,DOLOR ASOCIADO CON LA MICCION
R301,TENESMO VESICAL,DOLOR ASOCIADO CON LA MICCION
R309,"MICCION DOLOROSA, NO ESPECIFICADA",DOLOR ASOCIADO CON LA MICCION
R31X,"HEMATURIA, NO ESPECIFICADA",HEMATURIA NO ESPECIFICADA
R32X,"INCONTINENCIA URINARIA, NO ESPECIFICADA",INCONTINENCIA URINARIA NO ESPECIFICADA
R33X,RETENCION DE ORINA,RETENCION DE ORINA
R34X,ANURIA Y OLIGURIA,ANURIA Y OLIGURIA
R35X,POLIURIA,POLIURIA
R36X,DESCARGA URETRAL,DESCARGA URETRAL
R390,EXTRAVASACION DE LA ORINA,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA URINARIO
R391,OTRAS DIFICULTADES DE LA MICCION,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA URINARIO
R392,UREMIA EXTRARRENAL,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA URINARIO
R398,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA URINARIO Y LOS NO ESPECIFICADOS,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA URINARIO
R400,SOMNOLENCIA,"SOMNOLENCIA, ESTUPOR Y COMA"
R401,ESTUPOR,"SOMNOLENCIA, ESTUPOR Y COMA"
R402,"COMA, NO ESPECIFICADO","SOMNOLENCIA, ESTUPOR Y COMA"
R410,DESORIENTACION NO ESPECIFICADA,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LA FUNCION COGNOSCITIVA Y LA CONCIENCIA
R411,AMNESIA ANTEROGRADA,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LA FUNCION COGNOSCITIVA Y LA CONCIENCIA
R412,AMNESIA RETROGRADA,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LA FUNCION COGNOSCITIVA Y LA CONCIENCIA
R413,OTRA AMNESIA,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LA FUNCION COGNOSCITIVA Y LA CONCIENCIA
R418,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LA FUNCION COGNOSCITIVA Y LA CONCIENCIA Y LOS NO ESPECIFICADOS,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LA FUNCION COGNOSCITIVA Y LA CONCIENCIA
R42X,MAREO Y DESVANECIMIENTO,MAREO Y DESVANECIMIENTO
R430,ANOSMIA,TRASTORNOS DEL OLFATO Y DEL GUSTO
R431,PAROSMIA,TRASTORNOS DEL OLFATO Y DEL GUSTO
R432,PARAGEUSIA,TRASTORNOS DEL OLFATO Y DEL GUSTO
R438,OTRAS ALTERACIONES DEL GUSTO Y DEL OLFATO Y LAS NO ESPECIFICADAS,TRASTORNOS DEL OLFATO Y DEL GUSTO
R440,ALUCINACIONES AUDITIVAS,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LAS SENSACIONES Y PERCEPCIONES GENERALES
R441,ALUCINACIONES VISUALES,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LAS SENSACIONES Y PERCEPCIONES GENERALES
R442,OTRAS ALUCINACIONES,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LAS SENSACIONES Y PERCEPCIONES GENERALES
R443,"ALUCINACIONES, NO ESPECIFICADAS",OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LAS SENSACIONES Y PERCEPCIONES GENERALES
R448,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LAS SENSACIONES Y PERCEPCIONES GENERALES Y LOS NO ESPECIFICADOS,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LAS SENSACIONES Y PERCEPCIONES GENERALES
R450,NERVIOSISMO,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL ESTADO EMOCIONAL
R451,INQUIETUD Y AGITACION,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL ESTADO EMOCIONAL
R452,INFELICIDAD,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL ESTADO EMOCIONAL
R453,DESMORALIZACION Y APATIA,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL ESTADO EMOCIONAL
R454,IRRITABILIDAD Y ENOJO,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL ESTADO EMOCIONAL
R455,HOSTILIDAD,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL ESTADO EMOCIONAL
R456,VIOLENCIA FISICA,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL ESTADO EMOCIONAL
R457,"TENSION Y ESTADO DE CHOQUE EMOCIONAL, NO ESPECIFICADO",SINTOMAS Y SIGNOS QUE INVOLUCRAN EL ESTADO EMOCIONAL
R458,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL ESTADO EMOCIONAL,SINTOMAS Y SIGNOS QUE INVOLUCRAN EL ESTADO EMOCIONAL
R460,MUY BAJO NIVEL DE HIGIENE PERSONAL,SINTOMAS Y SIGNOS QUE INVOLUCRAN LA APARIENCIA Y EL COMPORTAMIENTO
R461,APARIENCIA PERSONAL EXTRANA,SINTOMAS Y SIGNOS QUE INVOLUCRAN LA APARIENCIA Y EL COMPORTAMIENTO
R462,CONDUCTA EXTRANA E INEXPLICABLE,SINTOMAS Y SIGNOS QUE INVOLUCRAN LA APARIENCIA Y EL COMPORTAMIENTO
R463,HIPERACTIVIDAD,SINTOMAS Y SIGNOS QUE INVOLUCRAN LA APARIENCIA Y EL COMPORTAMIENTO
R464,LENTITUD Y POBRE RESPUESTA,SINTOMAS Y SIGNOS QUE INVOLUCRAN LA APARIENCIA Y EL COMPORTAMIENTO
R465,SUSPICACIA Y EVASIVIDAD MARCADAS,SINTOMAS Y SIGNOS QUE INVOLUCRAN LA APARIENCIA Y EL COMPORTAMIENTO
R466,PREOCUPACION INDEBIDA POR SUCESOS QUE CAUSAN TENSION,SINTOMAS Y SIGNOS QUE INVOLUCRAN LA APARIENCIA Y EL COMPORTAMIENTO
R467,VERBOSIDAD Y DETALLES CIRCUNSTANCIALES QUE OSCURECEN LA RAZON DE LA CONSULTA O EL CONTACTO,SINTOMAS Y SIGNOS QUE INVOLUCRAN LA APARIENCIA Y EL COMPORTAMIENTO
R468,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LA APARIENCIA Y EL COMPORTAMIENTO,SINTOMAS Y SIGNOS QUE INVOLUCRAN LA APARIENCIA Y EL COMPORTAMIENTO
R470,DISFASIA Y AFASIA,"ALTERACIONES DEL HABLA, NO CLASIFICADAS EN OTRA PARTE"
R471,DISARTRIA Y ANARTRIA,"ALTERACIONES DEL HABLA, NO CLASIFICADAS EN OTRA PARTE"
R478,OTRAS ALTERACIONES DEL HABLA Y LAS NO ESPECIFICADAS,"ALTERACIONES DEL HABLA, NO CLASIFICADAS EN OTRA PARTE"
R480,DISLEXIA Y ALEXIA,"DISLEXIA Y OTRAS DISFUNCIONES SIMBOLICAS, NO CLASIFICADAS EN OTRA PARTE"
R481,AGNOSIA,"DISLEXIA Y OTRAS DISFUNCIONES SIMBOLICAS, NO CLASIFICADAS EN OTRA PARTE"
R482,APRAXIA,"DISLEXIA Y OTRAS DISFUNCIONES SIMBOLICAS, NO CLASIFICADAS EN OTRA PARTE"
R488,OTRAS DISFUNCIONES SIMBOLICAS Y LAS NO ESPECIFICADAS,"DISLEXIA Y OTRAS DISFUNCIONES SIMBOLICAS, NO CLASIFICADAS EN OTRA PARTE"
R490,DISFONIA,ALTERACIONES DE LA VOZ
R491,AFONIA,ALTERACIONES DE LA VOZ
R492,HIPERNASALIDAD E HIPONASALIDAD,ALTERACIONES DE LA VOZ
R498,OTRAS ALTERACIONES DE LA VOZ Y LAS NO ESPECIFICADAS,ALTERACIONES DE LA VOZ
R502,FIEBRE INDUCIDA POR DROGAS,FIEBRE DE OTRO ORIGEN Y DE ORIGEN DESCONOCIDO
R508,OTRAS FIEBRES ESPECIFICADAS,FIEBRE DE OTRO ORIGEN Y DE ORIGEN DESCONOCIDO
R509,"FIEBRE, NO ESPECIFICADA",FIEBRE DE OTRO ORIGEN Y DE ORIGEN DESCONOCIDO
R51X,CEFALEA,CEFALEA
R520,DOLOR AGUDO,"DOLOR, NO CLASIFICADO EN OTRA PARTE"
R521,DOLOR CRONICO INTRATABLE,"DOLOR, NO CLASIFICADO EN OTRA PARTE"
R522,OTRO DOLOR CRONICO,"DOLOR, NO CLASIFICADO EN OTRA PARTE"
R529,"DOLOR, NO ESPECIFICADO","DOLOR, NO CLASIFICADO EN OTRA PARTE"
R53X,MALESTAR Y FATIGA,MALESTAR Y FATIGA
R54X,SENILIDAD,SENILIDAD
R55X,SINCOPE Y COLAPSO,SINCOPE Y COLAPSO
R560,CONVULSIONES FEBRILES,"CONVULSIONES, NO CLASIFICADAS EN OTRA PARTE"
R568,OTRAS CONVULSIONES Y LAS NO ESPECIFICADAS,"CONVULSIONES, NO CLASIFICADAS EN OTRA PARTE"
R570,CHOQUE CARDIOGENICO,"CHOQUE, NO CLASIFICADO EN OTRA PARTE"
R571,CHOQUE HIPOVOLEMICO,"CHOQUE, NO CLASIFICADO EN OTRA PARTE"
R572,CHOQUE SEPTICO,"CHOQUE, NO CLASIFICADO EN OTRA PARTE"
R578,OTRAS FORMAS DE CHOQUE,"CHOQUE, NO CLASIFICADO EN OTRA PARTE"
R579,"CHOQUE, NO ESPECIFICADO","CHOQUE, NO CLASIFICADO EN OTRA PARTE"
R58X,"HEMORRAGIA, NO CLASIFICADA EN OTRA PARTE","HEMORRAGIA, NO CLASIFICADAS EN OTRA PARTE"
R590,ADENOMEGALIA LOCALIZADA,ADENOMEGALIA
R591,ADENOMEGALIA GENERALIZADA,ADENOMEGALIA
R599,"ADENOMEGALIA, NO ESPECIFICADA",ADENOMEGALIA
R600,EDEMA LOCALIZADO,"EDEMA, NO CLASIFICADO EN OTRA PARTE"
R601,EDEMA GENERALIZADO,"EDEMA, NO CLASIFICADO EN OTRA PARTE"
R609,"EDEMA, NO ESPECIFICADO","EDEMA, NO CLASIFICADO EN OTRA PARTE"
R610,HIPERHIDROSIS LOCALIZADA,HIPERHIDROSIS
R611,HIPERHIDROSIS GENERALIZADA,HIPERHIDROSIS
R619,"HIPERHIDROSIS, NO ESPECIFICADA",HIPERHIDROSIS
R620,RETARDO DEL DESARROLLO,FALTA DEL DESARROLLO FISIOLOGICO NORMAL ESPERADO
R628,OTRAS FALTAS DEL DESARROLLO FISIOLOGICO NORMAL ESPERADO,FALTA DEL DESARROLLO FISIOLOGICO NORMAL ESPERADO
R629,"FALTA DEL DESARROLLO FISIOLOGICO NORMAL ESPERADO, SIN OTRA ESPECIFICACION",FALTA DEL DESARROLLO FISIOLOGICO NORMAL ESPERADO
R630,ANOREXIA,SINTOMAS Y SIGNOS CONCERNIENTES A LA ALIMENTACION Y A LA INGESTION DE LIQUIDOS
R631,POLIDIPSIA,SINTOMAS Y SIGNOS CONCERNIENTES A LA ALIMENTACION Y A LA INGESTION DE LIQUIDOS
R632,POLIFAGIA,SINTOMAS Y SIGNOS CONCERNIENTES A LA ALIMENTACION Y A LA INGESTION DE LIQUIDOS
R633,DIFICULTADES Y MALA ADMINISTRACION DE LA ALIMENTACION,SINTOMAS Y SIGNOS CONCERNIENTES A LA ALIMENTACION Y A LA INGESTION DE LIQUIDOS
R634,PERDIDA ANORMAL DE PESO,SINTOMAS Y SIGNOS CONCERNIENTES A LA ALIMENTACION Y A LA INGESTION DE LIQUIDOS
R635,AUMENTO ANORMAL DE PESO,SINTOMAS Y SIGNOS CONCERNIENTES A LA ALIMENTACION Y A LA INGESTION DE LIQUIDOS
R636,INGESTA INSUFICIENTE DE ALIMENTOS Y AGUA DEBIDA A DESCUIDO PERSONAL,SINTOMAS Y SIGNOS CONCERNIENTES A LA ALIMENTACION Y A LA INGESTION DE LIQUIDOS
R638,OTROS SINTOMAS Y SIGNOS CONCERNIENTES A LA ALIMENTACION Y A LA INGESTION DE LIQUIDOS,SINTOMAS Y SIGNOS CONCERNIENTES A LA ALIMENTACION Y A LA INGESTION DE LIQUIDOS
R64X,CAQUEXIA,CAQUEXIA
R650,"SINDROME DE RESPUESTA INFLAMATORIA SISTEMICA DE ORIGEN INFECCIOSO, SIN FALLA ORGANICA",SINDROME DE RESPUESTA INFLAMATORIA SISTEMICA
R651,"SINDROME DE RESPUESTA INFLAMATORIA SISTEMICA DE ORIGEN INFECCIOSO, CON FALLA ORGANICA",SINDROME DE RESPUESTA INFLAMATORIA SISTEMICA
R652,"SINDROME DE RESPUESTA INFLAMATORIA SISTEMICA DE ORIGEN NO INFECCIOSO, SIN FALLA ORGANICA",SINDROME DE RESPUESTA INFLAMATORIA SISTEMICA
R653,"SINDROME DE RESPUESTA INFLAMATORIA SISTEMICA DE ORIGEN NO INFECCIOSO, CON FALLA ORGANICA",SINDROME DE RESPUESTA INFLAMATORIA SISTEMICA
R659,"SINDROME DE RESPUESTA INFLAMATORIA SISTEMICA, NO ESPECIFICADO",SINDROME DE RESPUESTA INFLAMATORIA SISTEMICA
R680,HIPOTERMIA NO ASOCIADA CON BAJA TEMPERATURA DEL AMBIENTE,OTROS SINTOMAS Y SIGNOS GENERALES
R681,SINTOMAS NO ESPECIFICOS PROPIOS DE LA INFANCIA,OTROS SINTOMAS Y SIGNOS GENERALES
R682,"BOCA SECA, NO ESPECIFICADA",OTROS SINTOMAS Y SIGNOS GENERALES
R683,DEDOS DE LA MANO DEFORMES,OTROS SINTOMAS Y SIGNOS GENERALES
R688,OTROS SINTOMAS Y SIGNOS GENERALES ESPECIFICADOS,OTROS SINTOMAS Y SIGNOS GENERALES
R69X,CAUSAS DE MORBILIDAD DESCONOCIDAS Y NO ESPECIFICADAS,CAUSAS DE MORBILIDAD DESCONOCIDAS Y NO ESPECIFICADAS
R700,VELOCIDAD DE ERITROSEDIMENTACION ELEVADA,VELOCIDAD DE ERITROSEDIMENTACION ELEVADA Y OTRAS ANORMALIDADES DE LA VISCOSIDAD DEL PLASMA
R701,VISCOSIDAD PLASMATICA ANORMAL,VELOCIDAD DE ERITROSEDIMENTACION ELEVADA Y OTRAS ANORMALIDADES DE LA VISCOSIDAD DEL PLASMA
R71X,ANORMALIDAD DE LOS ERITROCITOS,ANORMALIDAD DE LOS ERITROCITOS
R72X,"ANORMALIDADES DE LOS LEUCOCITOS, NO CLASIFICADAS EN OTRA PARTE","ANORMALIDADES DE LOS LEUCOCITOS, NO CLASIFICADAS EN OTRA PARTE"
R730,ANORMALIDADES EN LA PRUEBA DE TOLERANCIA A LA GLUCOSA,NIVEL ELEVADO DE GLUCOSA EN SANGRE
R739,"HIPERGLICEMIA, NO ESPECIFICADA",NIVEL ELEVADO DE GLUCOSA EN SANGRE
R740,ELEVACION DE LOS NIVELES DE TRANSAMINASAS O DESHIDROGENASA LACTICA [DHL],NIVEL ANORMAL DE ENZIMAS EN SUERO
R748,NIVELES ANORMALES DE OTRAS ENZIMAS EN SUERO,NIVEL ANORMAL DE ENZIMAS EN SUERO
R749,"NIVEL ANORMAL DE ENZIMAS EN SUERO, NO ESPECIFICADO",NIVEL ANORMAL DE ENZIMAS EN SUERO
R75X,EVIDENCIAS DE LABORATORIO DEL VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH],EVIDENCIAS DE LABORATORIO DEL VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH]
R760,TITULACION ELEVADA DE ANTICUERPOS,OTROS HALLAZGOS INMUNOLOGICOS ANORMALES EN SUERO
R761,REACCION ANORMAL A LA PRUEBA CON TUBERCULINA,OTROS HALLAZGOS INMUNOLOGICOS ANORMALES EN SUERO
R762,FALSO POSITIVO EN LA PRUEBA SEROLOGICA PARA SIFILIS,OTROS HALLAZGOS INMUNOLOGICOS ANORMALES EN SUERO
R768,OTROS HALLAZGOS INMUNOLOGICOS ANORMALES ESPECIFICADOS EN SUERO,OTROS HALLAZGOS INMUNOLOGICOS ANORMALES EN SUERO
R769,HALLAZGOS INMUNOLOGICOS ANORMALES NO ESPECIFICADOS EN SUERO,OTROS HALLAZGOS INMUNOLOGICOS ANORMALES EN SUERO
R770,ANORMALIDAD DE LA ALBUMINA,OTRAS ANORMALIDADES DE LAS PROTEINAS PLASMATICAS
R771,ANORMALIDAD DE LA GLOBULINA,OTRAS ANORMALIDADES DE LAS PROTEINAS PLASMATICAS
R772,ANORMALIDAD DE LA ALFAFETOPROTEINA,OTRAS ANORMALIDADES DE LAS PROTEINAS PLASMATICAS
R778,OTRAS ANORMALIDADES ESPECIFICADAS DE LAS PROTEINAS PLASMATICAS,OTRAS ANORMALIDADES DE LAS PROTEINAS PLASMATICAS
R779,ANORMALIDADES NO ESPECIFICADAS DE LAS PROTEINAS PLASMATICAS,OTRAS ANORMALIDADES DE LAS PROTEINAS PLASMATICAS
R780,HALLAZGO DE ALCOHOL EN LA SANGRE,HALLAZGOS DE DROGAS Y OTRAS SUSTANCIAS QUE NORMALMENTE NO SE ENCUENTRAN EN LA SANGRE
R781,HALLAZGO DE DROGAS OPIACEAS EN LA SANGRE,HALLAZGOS DE DROGAS Y OTRAS SUSTANCIAS QUE NORMALMENTE NO SE ENCUENTRAN EN LA SANGRE
R782,HALLAZGO DE COCAINA EN LA SANGRE,HALLAZGOS DE DROGAS Y OTRAS SUSTANCIAS QUE NORMALMENTE NO SE ENCUENTRAN EN LA SANGRE
R783,HALLAZGO DE ALUCINOGENOS EN LA SANGRE,HALLAZGOS DE DROGAS Y OTRAS SUSTANCIAS QUE NORMALMENTE NO SE ENCUENTRAN EN LA SANGRE
R784,HALLAZGO DE OTRAS DROGAS POTENCIALMENTE ADICTIVAS EN LA SANGRE,HALLAZGOS DE DROGAS Y OTRAS SUSTANCIAS QUE NORMALMENTE NO SE ENCUENTRAN EN LA SANGRE
R785,HALLAZGO DE DROGAS PSICOTROPICAS EN LA SANGRE,HALLAZGOS DE DROGAS Y OTRAS SUSTANCIAS QUE NORMALMENTE NO SE ENCUENTRAN EN LA SANGRE
R786,HALLAZGO DE AGENTES ESTEROIDES EN LA SANGRE,HALLAZGOS DE DROGAS Y OTRAS SUSTANCIAS QUE NORMALMENTE NO SE ENCUENTRAN EN LA SANGRE
R787,HALLAZGO DE NIVELES ANORMALES DE METALES PESADOS EN LA SANGRE,HALLAZGOS DE DROGAS Y OTRAS SUSTANCIAS QUE NORMALMENTE NO SE ENCUENTRAN EN LA SANGRE
R788,HALLAZGO DE OTRAS SUSTANCIAS ESPECIFICADAS QUE NORMALMENTE NO SE ENCUENTRAN EN LA SANGRE,HALLAZGOS DE DROGAS Y OTRAS SUSTANCIAS QUE NORMALMENTE NO SE ENCUENTRAN EN LA SANGRE
R789,HALLAZGO DE SUSTANCIA NO ESPECIFICADA QUE NORMALMENTE NO SE ENCUENTRA EN LA SANGRE,HALLAZGOS DE DROGAS Y OTRAS SUSTANCIAS QUE NORMALMENTE NO SE ENCUENTRAN EN LA SANGRE
R790,NIVEL ANORMAL DE MINERAL EN LA SANGRE,OTROS HALLAZGOS ANORMALES EN LA QUIMICA SANGUINEA
R798,OTROS HALLAZGOS ANORMALES ESPECIFICADOS EN LA QUIMICA SANGUINEA,OTROS HALLAZGOS ANORMALES EN LA QUIMICA SANGUINEA
R799,"HALLAZGO ANORMAL EN LA QUIMICA SANGUINEA, SIN OTRA ESPECIFICACION",OTROS HALLAZGOS ANORMALES EN LA QUIMICA SANGUINEA
R80X,PROTEINURIA AISLADA,PROTEINURIA AISLADA
R81X,GLUCOSURIA,GLUCOSURIA
R820,QUILURIA,OTROS HALLAZGOS ANORMALES EN LA ORINA
R821,MIOGLOBINURIA,OTROS HALLAZGOS ANORMALES EN LA ORINA
R822,BILIURIA,OTROS HALLAZGOS ANORMALES EN LA ORINA
R823,HEMOGLOBINURIA,OTROS HALLAZGOS ANORMALES EN LA ORINA
R824,ACETONURIA,OTROS HALLAZGOS ANORMALES EN LA ORINA
R825,"ELEVACION DE LOS NIVELES DE DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS EN LA ORINA",OTROS HALLAZGOS ANORMALES EN LA ORINA
R826,NIVELES ANORMALES EN LA ORINA DE SUSTANCIAS DE ORIGEN PRINCIPALMENTE NO MEDICINAL,OTROS HALLAZGOS ANORMALES EN LA ORINA
R827,HALLAZGOS ANORMALES EN EL EXAMEN MICROBIOLOGICO DE LA ORINA,OTROS HALLAZGOS ANORMALES EN LA ORINA
